review,별점
"20년 전 집안이 찢어지게 가난해서 실업계고를 갔고, 졸업을 몇 달 남겨두고 학교를 통해 취업 했음.  당시 우울증도 앓고 있었고 일도 사람들도 너무 힘들어서 담임한테  퇴사하고 싶다는 문자를 몇 차례나 보냈지만 전부 읽씹하고 무시함.. 끝내 혼자 퇴사하고 졸업 전이라 다시 학교에 등교한 첫 날, 날 보고 짜증스럽게 고개 돌리던 담임의 표정과 눈빛을 아직도 잊지 못 한다. 나를 콕 찝어 화장실 청소를 시키고 내용은 가물가물하지만 불러서 혼내기도 했다. 뭐가 힘들었는지 퇴사 이유는 뭔지 당연히 관심 없었고 처음부터 끝까지 짜증난 표정과 말투로 넌 이제 어쩔거냐?로 시작, 사고를 친것도 아니고 정식 절차 밟아 퇴사 했을 뿐인데 너 때문에 학교 입장이 어쩌니 신용이 어쩌니 하면서 넌 이제 취업 안시켜줄테니 알아서 해라 했던 것 같다. 그 때까지 취업 못한 친구들도 있으니 재취업 없는 건 이해하지만 내가 왜 죄인 취급을 받아야 했는지는 이해할 수 없다.  영화에 비슷한 장면이 나오는 걸 보고 옛 생각이 떠올라 몇 자 적어 본다.. 20년이 지난 지금도 변한 게 없다는게 속상하고 화가 난다. 세상 물정 모르는 19살 아이들을 어떤 환경인지도 모를 기업에 취업률이라는 수치 아래, 무작정 밀어 넣는 무늬만 선생인 학교 관계자들과 교육부 사람들이 꼭 봐야 할 영화다.",10
신카이 마코토 감독님의 상상력의 끝은 과연 어디일까요?? 그곳엔 위로와 치유도 함께 있습니다.,10
"단언컨대 절대 내 취향의 작품은 아니다. 1920년대 자유국 VS IRA 간에 벌어진 아일랜드 내전과 아직까지도 지속되는 첨예한 갈등이 극에 다양한 은유적 기법을 통해 녹아들어 있다고는 하지만 학창 시절 나보다 세계사에 능하지 않았을 것임이 자명한 소위 평론가들로부터 그러한 장황한 설명까지 들어가며 영화를 봐야 하나 싶은 느낌이 드는 것도 사실이었다. 이 작품은 그냥 그 자체로서 매력적인 작품이다. 인간관계의 틀 안에서만 조망해봐도 모든 얼개를 이해할 수 있고, 캐릭터들의 슬픔과 분노의 지점 역시 보편적인 시선으로 바라봐도 결코 불가해하지 않음을 느낄 수 있다.",8
마지막 등장? 설레였어요^^,10
"영상미도 너무 좋았고, 별 생각없이 보다가 후반부 감동에 가슴 찡했음.. 눈물 나오는 걸 참느라 고생했다",10
기대 좀 많이 했는데 기대 이하네요.캐스팅이 아깝습니다.재미도 없고 감동도 없고…,2
몇번을 봐도봐도 최고입니다,10
이 영화 속 도쿄의 배경과 영화의 감동적인 내용을 보고 일본에 대한 시선이 조금 달라졌습니다,10
스필버그 최고의 걸작이다.,10
최고예요 임영웅  고맙습니다,10
웅남이랑 말봉이 코미디 2인조 같네,10
역대급 천재 영화!!!!미쳤죠,10
계속 전율이!정말 울기도 많이 울고ㅠㅠ입 틀막 하면서 영화봄,10
여기는 10점이랑 1점밖에 없네요;; 전 둘중이라면 10점ㅎ,10
어른들이 꼭 보아야 할.제발 세상이 좀 바뀌길.정치와 어른들이 할 일이 이렇게 많은데,10
굴곡진 삶에 관한 마지막 장면의 명대사 때문에 8점 줌,8
너무 영화 예쁘고 계속 여운 남아요ㅠ.. 한 번 더 볼 예정,10
성광이형..이게 제가 줄 수있는 별점의 최대치에요..항상 행복하세요 응원하겠습니다!!,6
신고,10
작품성 보지 않고 이따위 영화에 출연료 받고 나오는 배우들 정말 반성해라,2
너무유치하고 미야자키 작품 짜깁기한 느낌,2
슬픈 소재지만 마음이 따뜻해지는 영화!영화 보며 잔잔한 감동과 여운이 남네요.,10
제2의 극한직업?ㅋㅋ,10
이런 연출 신박한데 몰입감이 장난이 아니네;,10
약간 산만하지만 좋은연출에 가족영화라고 생각하면 킬링타임용으로 좋았습니다.,9
마지막에 눈물이 정말 콱 흘러내린 영화많은 생각을 하게 되고 심플한 결론이 마음깊숙한 곳에 새겨짐10년뒤 다시한번 본다면 어떤 느낌일지 너무 궁금하다 정말 최고의 영화,10
경쟁작이 없어 충분히 선방할긋,10
스토리 잊혀질때쯤 한번씩 다시보는 영화!!,10
"전달 메세지는 감동인데, 인물들이 만나는 필연성은 애매해서 몰입도를 떨어뜨리고, 일본과 정서적 차이인건가? 그러면서도 눈물은 왜 흐르는건지...나만 울었나?...",8
한국인 감독이었네.. 대단하다 애니의 종주국 일본에서 핫한 작품의 감독인것이,10
존나 재밌어요 꼭 보러 가셍요ㅠㅠㅠ,10
나의 최애 영화중 하나로 기역될 영화입니다,10
전시상황 속 노먼의 성장영화. 주인공인 브래드피트보다 캐릭터가 입체적이다ㅎ,8
신고,10
바밤바?,10
"제 인생에서 가장 기대를 하고 본 영화이면서, 기대 이상의 만족을 준 첫 영화입니다. 유튜브 스토리 정리 본만 보고 봤는데도….저는 이미 그들의 24년된 00년생 팬이더라구요 사랑해 북산",10
재미로만보면볼만하고웃긴영화...하지만장면장면마다약간덜만들어진느낌이많고맥도너무잘끊긴다생각이들었다..평점은7.3점주고싶다,7
영화랑은 다른 얘긴데 김래원 경례보고 군대 안갔네 했는데 와이프가 개소리래서 찾아보니 공익임...경례를 귀옆에다가하네ㅋㅋ,7
25살.. 주위를 둘러보면 납득이 되기도 함ㅋ,10
어렵다..장편 이야기를 짧게 이야기 하려니...액션은 좋아요!,8
핸드폰 충전은 미리미리 하자 제발,10
저는 잘봤어요 슬프고 무섭네요,8
스필버그라서 만들 수 있는 스필버그 이야기,9
나만 슬펐나. 슬픈 술푼 영화.,8
이모랑 고양이가 제일 불쌍하다,6
기대 안하고 봤는데 나름 열심히 만들고 웃음포인트도 있었습니다기대하지마시고 편하게 웃고 나올거라 생각하시면 보세요그렇게 나쁘지는 않아요나름 괜찮아요,8
가슴 먹먹 잔잔 희노애락 영상미 아름다운 로맨스,6
영화관내내 빵 터졌어요 시즌2 기대중입니다 !!!,10
"변태적,무술,교훈,가끔 징그러움,여러의미의 사랑 이거저거 다 섞인 장르. 배우들은 연기를 매우 잘함. 갠적으로 좀 정신사나운거같기도... 감상평에 감성있게 주저리주저리쓴거 믿거.",6
ㄹㅇ 오랜만에 개웃긴 영화 본 것 같내요 영화 보는 내내 웃었어요,10
격투씬에 서로간의 합이 슬로우로 보이네요. 절권도 인겁니까?,8
쫄깃했다아아아ㅎㅎㅎ 무서쪄,10
끔찍하긴 하지만 최고영화는 맞는듯 하다.약간 잔인하긴 하지만 연기 진짜 잘함,10
전작에 비해서 재미없는건 맞는데 볼만한영화,10
"추리스릴러를 좋아해서 범인이 천장에서 떨어질때랑 중간에 징그러운 눈깔 보여줄 때, 긴머리가 얼굴을 다 가릴 때 뒷통수이구나 했습니다",7
별점 높게 평가한사람 알바에요?내 돈 돌려내라 ㅡㅡ,1
초능력 다크히어로의 등장 공포를 가장한 액션 두번째 이야기가 기대된다,8
가벼운 마음으로 생각없이 웃고 본 영화ㅎㅎㅎㅎ 가볍게 즐기기 좋은 영화 평점이 왜케 낫죠? ㅎ 가벼운맘으로 봐요 ㅎㅎㅎ 간만에 웃었네 ㅎ,9
ㅜㅜ못봐주겠어여..심각,1
혹평이 괜히있는게아닌듯,1
B급 감성 슬래셔무비 중 압도적 원탑 상당히 고어하지만 코미디에 가까운,8
진짜 평점 왜낮은지모르겠네스마트폰 위험도 다시깨닫고 소름이고 몰입쩔던데,8
"와... 이건 심은하 주연 90년대 납량특집 드라마 M의 21세기 헐리우드 버전이라고 해도 될 만큼 M을 연상시키는 영화네요. 기생하는 다른 인격이라는 기본 설정과 그 다른 인격의 자아가 포악하고 인간들에 대한 복수심과 증오를 가졌다는것도 똑같고, 그 다른 인격이 신체 주도권을 빼앗아 움직인다는 것도 같고, 이야기 전개 방식만 다를뿐 기본골격은 M과 상당히 유사하다고 할수있네요. 굉장히 재밌게 봤습니다.",10
서예지 옹호했던 감독이 각색한 영화.,1
겉 도는 자와 내부의 있는자와의 상호작용,9
제임스완은 진짜 최고다..상상도 할수없는....진짜 대박!!,10
주인공 하울에다가 점하나 찍어놨네요. 그 옛날에 우리나라 드라마중 점하나찍은 여주인공 생각이남스토리 배경도 하울의움직이는성 감성임,8
너무 슬퍼요유ㅠㅠ 꼭 보셨으면 좋게썽요ㅠㅠ,10
연기를 잘하고 재밌네요~~,10
반전에 반전이 더해진 영화 좋아한다면 꼭 놓치지 말아야 할 것,9
역시 제임스완이네 예상을 뛰어넘네,9
마지막 대사가 이 영화의 포인트,9
여운이 남고 오랜만에 몰입이 잘되는 영화였어요,10
제발 꼭 보세요ㅎ 나만 호구 될순 없다..,2
굿입니다 의외로 진짜 재밌게 봤네요,10
신고,6
"마스터피스.'""'""'""'",10
바벨론과는 전혀 다른 방식으로 영화에 대한 사랑을 보여준 영화,10
초반부터 긴장감 넘치더니후반부에선 걍 오열하면서 봤어요..진짜 명작ㅠㅠㅠㅠ!!!!,10
10년전인가…정확한 시기는 기억이 안나지만 비행기에서 이 다큐를 보고 너무 기억에 남아서 가끔 찾아봤었는데 다큐다보고 너무 울컥했던 마음이 기억에 남습니다.휼륭한 사람이었던 분…,10
신고,10
내 살다살다가 관객들한테 저주 퍼붓는 영화는 처음본다. 억지신파는 그렇다치고 관객한테 저주 퍼붓는게 공포영화랍시고 만든거냐,1
너의 췌장을 먹고싶다랑 똑같네요 래파토리가..,6
"a.좋았던점주차장 액션신,  나름 좋았던 초반부,  잔잔한 개그b.나쁜점1.흐름없이 영화 시간짦게 하려고 편집하고 이어 붙인듯한 영상조합2. 자동차 추격전 제작비 아낀거 같은데뭐하려고 빌런들 차2대 가지고 그렇게 의미없이 만든건지 모르겠음3. 취권은 무슨 연관이 있는거냐? 재미도없다4. 빅데이터 타령하면서 해외쪽도 아닌 국내쪽 안일권 데려오는게 정말 웃기다고 생각하냐?5. 구구 뜻이 뭔데 그래서?6. 자동차 씬이후로 뒤로 가면 갈수록 쓰레기 작품같이 완성도가 떨어지냐? 이게 개콘 시청률의 제왕도 아니고 연결성도 물흐릇이 안되고 마지막에 터진다는 폭탄은 터지지도 않고!  7. 의미도 의도도 연기 감정도 못느껴지는 수중신 거기에 안맞는 음악 입힌거 아냐?8. 시작할때 웅웅 하는 배경음이 어울린다거 생각하냐?결론 - 그 평론가 양반이 영화를 보고 감독 독설을 뱉길래 아니다 싶었는데 영화 완성도가 너무 떨어지자니 개그로 해서 절정 액션 마무리 감동을 하려고 하는데 흐름 전혀 안맞고 뒤에는 무슨 영상 짤린거 마냥 급진행하고 영화 진짜 장난으로 만드냐?",1
나도 모르게 눈물이 흘렀다,10
골빈 2련들의 스토리ㅋㅋ,6
나쁘진 않지만 이 정도 평점까진 아닌듯.  7점 정도가 딱 적당.  처음부터 끝까지 비슷한 분위기에 식상한 소재지만 볼만함.,7
고양이가 직무유기한거죠?,8
"슬램덩크를 보고 자라지는 않았지만 영화에 나오는인물들의 이름과 명대사들은 어디선가 한번씩 들어봤고 익숙했다, 농구에 관심이 없어도 이 만화를 잘 몰라도 영화를 보고나면 감동을받거나 팬이된다고해서 한번쯤 보고싶었는데 초반 빼고는 지루하고 너무 뻔했고 그 뻔함이 2시간을 끌고갔다.",2
소소하고 평범한 것 같지만 꼭 그렇지도 않은 사람들의 판타지 러브스토리 모음.. 나중엔 다 현실이 되겠지만 그래도 당장은 꿈속에 살고싶다!,8
많은걸 내포하고 있는 영화.,10
인생최고의 만화ㅠㅠ 감동입니다,10
재밌음영상미는 당연하고 이 정도면 나이스,10
러닝타임을 40분 정도 줄였다면 괜찮았을 듯 억지로 질질끌면서 쥐어짜내는 한국영화 종특을 제대로 보여주는 작품 임시완이 일찍 죽어버리는 것도 재미반감에 한 몫,3
신고,10
"애 낳고 감상해보니 에바 아줌마 머리채 잡고싶어지는 영화.. 아무리 애가 일부러 기저귀에 똥싼다고해도 애 벽에 집어던지는거는 선넘은거임. 아동학대 철컹철컹. 차라리 저때부터 아빠 혼자 키웠었으면 ㅡㅡ.... 영화라 그런지 현실감 떨어지긴함. 케빈네 수준 집안이였으면(엄마 베스트셀러 여행작가, 아빠 수입은 모르겠으나 성실하고 가정적) 전문가상담 후에 애 기저귀떼기전에 부모가 먼저 변했었을거임.",10
"솔직히 사람들의 편견때문인지 뭔지는 모르겠으나 재미없는 포인트도 없었고, 옆에 사람이나 모든 사람들이 웃는 게 다들릴 정도로 재밌었음. 개그맨이 감독했다고 편견말고 봤으면 좋겠음. 웃음은 보장됌 .",10
배우빨로도 감당 안 되는 20세기로 퇴색한 K-블록버스터. 두 번 다시 하지 말아야 할 공조;;,2
나를 진심으로 사랑해주는 단 한사람,9
"제가 본 일본 영화중에 가장 재미있던 것 같고, 웃음 포인트, 또는 감동 포인트도 많아서 울고 웃고 봤던 것 같아요. 여태까지 본 영화중 가장 재미있네요. 남주가 의자로 변해서 걸어다닐 때마다 달그락 거리는데 드게 너무 웃겨서 나올때 마다 웃었어요. 뒷 이야기도 궁금하네요 ㅎㅎ 보면 후유증이 엄청나서 지금 저희반 문은 항상 닫혀 있습니당 ㅎ 도교 상공이라는  OST도 진짜 뭔가 몽롱한 느낌과 뭔가 오묘한 것 같아서 너무 신기한 노래였어요 반복재생 해놓고 1~2잘은 들을 것 같아요. 그림체도 너무 이쁘고 하나하나 신경쓰신게 보여서 감동이네요 일주일에 한번씩은 봐여할 것 같은 영화에요 이렁 영화 만들어주셔서 감사합니다??????",10
아 이거 잼있는데요. 곡성이랑 부산행 섞었는데 틈세 잘 노렸습니다. 긴장감 있네요.,10
그냥 다이진만 기억에 남는 영화.. 유일하게 지진의 설정자체만 괜찮았고 나머지는 극불호. ost도 너무 약함,7
"살짝 지루하긴한데, 영상미 색채 감동 ost 괜찮아서 볼만한 듯",8
펑키한 음악이 온 세포를 자극하는 현실주의 힐링 판타지 영화!,10
철학적이기까지… 익스텐디드 보다는 열린 결말이 더 좋았음,10
가신카이 마코토의 작품중 가장 아름다운 작품.,10
뭘 얘기하고 싶은건지 모르겠고 연출도 재미가 없었음.,5
너의 이름은 정도는 아니었지만 재밌었다,8
신고,2
배우들의 연기도 훌룡한데 영화가 필름카메라로 찍은 느낌? 나서 더 좋았다  스토리도 인물 간의 상황이나 특성을 생각하며 보니 재미있는 듯,8
줄거리 자체는 유치하지만 서동원님 진짜 웃김 ㅋㅋ 옆에 여형사도 웃기고 안일권님 ㅋㅋㅋㅋ 되새길수록 웃겨요 ㅋㅋ 간만에 잘 웃어서 좋았음,10
우리나라도 이런영화가 나오다니...연상호 감독 대단하다 진짜...,10
난 나름 재밌게 봤는데 왜 이렇게 혹평이 많지..? 초반에 지루하다고 졸면 노잼이고 스토리 이해하려고 집중해서 보면 꿀잼임,10
